OBJECTID,businessUnit_name,businessUnit_number,Description,Type,Address,City,County,State,Postal Code,Operation Status,GlobalID,x,y
51826,LEWISTOWN PA,1607,WM Supercenter,Retail,10180 US HIGHWAY 522 S,LEWISTOWN,MIFFLIN,PA,17044-8938,Open,c2da6da5-8bf2-4c18-a24d-ebf37de9b2a9,-8639706.1669,4950836.4855
51827,RED BLUFF CA,1608,WM Supercenter,Retail,608 LUTHER ROAD,RED BLUFF,TEHAMA,CA,96080-4360,Open,21114ba6-acb9-4392-bab4-80054e13d097,-13607076.6201,4889635.9314
51828,GRAND RAPIDS MN,1609,WM Supercenter,Retail,100 SE 29TH ST,GRAND RAPIDS,ITASCA,MN,55744-4043,Open,91aeb765-2c41-4192-aee1-3e512786ce7e,-10411265.4714,5975060.8165
51829,GREECE NY,1610,Wal-Mart,Retail,100 ELMRIDGE CENTER DR,GREECE,MONROE,NY,14626-3459,Open,b01b548d-1dde-4028-b630-ca389023c9a6,-8652217.3644,5344688.979
51830,FORT GRATIOT MI,1611,WM Supercenter,Retail,4845 24TH AVE,FORT GRATIOT,ST. CLAIR,MI,48059-3407,Open,f273e077-e70f-44f8-a9c1-57f0b5c3a529,-9179495.4909,5319453.6879
51831,TUCSON (S) AZ,1612,WM Supercenter,Retail,1650 W VALENCIA RD,TUCSON,PIMA,AZ,85746-6021,Open,ebc02b7e-7a48-4fef-9e64-6e42cc5f4012,-12356525.3717,3781271.1878
51832,HIGH POINT NC,1613,WM Supercenter,Retail,2628 S MAIN ST,HIGH POINT,GUILFORD,NC,27263-1941,Open,cd807603-39d5-47e6-82ef-e6b4e96ca4b4,-8904330.4076,4290356.015
51833,DURHAM (N) NC,1614,WM Supercenter,Retail,1525 GLENN SCHOOL RD,DURHAM,DURHAM,NC,27704-3515,Open,22478cb5-d24c-4e96-9b5c-4661f7dcb19d,-8776845.657,4304506.6097
51834,PITTSBURG CA,1615,Wal-Mart,Retail,2203 LOVERIDGE RD,PITTSBURG,CONTRA COSTA,CA,94565-5021,Open,ccc04bdb-4b1a-4b1a-9c58-1b9881a784a6,-13566300.8472,4580704.0707
51835,SUSANVILLE CA,1616,Wal-Mart,Retail,2900 MAIN ST,SUSANVILLE,LASSEN,CA,96130-4730,Open,3653d51b-36a3-429b-9053-c88b3e4d61f7,-13429314.5327,4925561.0939
51836,CASPER WY,1617,WM Supercenter,Retail,4400 E 2ND ST,CASPER,NATRONA,WY,82609-4221,Open,cff3c1f5-22fc-456c-babc-212e95d05d32,-11829581.4263,5289370.6725
51837,MERRILLVILLE IN,1618,WM Supercenter,Retail,2936 E 79TH AVE,MERRILLVILLE,LAKE,IN,46410-5748,Open,4322266c-af37-4e6d-b214-2280dafe4c44,-9718237.4099,5082500.7567
51838,HENRIETTA NY,1619,WM Supercenter,Retail,1200 MARKETPLACE DR,ROCHESTER,MONROE,NY,14623-6002,Open,25997e83-b29b-40cb-b0b0-0f6902e2c41d,-8640921.5531,5324246.6749
51839,"BREWTON, AL",1620,WM Supercenter,Retail,2578 DOUGLAS AVE,BREWTON,ESCAMBIA,AL,36426-3552,Open,a32e6c32-29e9-4d55-83f5-1108696bf6b6,-9691890.6468,3652042.0751
51840,CENTERVILLE IA,1621,WM Supercenter,Retail,23148 HWY 5,CENTERVILLE,APPANOOSE,IA,52544-8421,Open,45c3c573-bea7-4b99-bb51-96482dba6e9c,-10337759.3192,4969540.5417
51841,"TIFFIN, OH",1622,WM Supercenter,Retail,2801 W STATE ROUTE 18,TIFFIN,SENECA,OH,44883-8950,Open,3e53f510-ddf2-402b-978a-2cc8bfb9e7f0,-9264174.7804,5028891.2144
51842,WILKES-BARRE PA,1623,WM Supercenter,Retail,2150 WILKES BARRE TWNSP MKTPL,WILKES BARRE,LUZERNE,PA,18702-6059,Open,9a2933ba-5684-4cae-8931-815d6d7a8cce,-8444526.3641,5047584.4105
51843,BAKERSFIELD (NE) CA,1624,WM Supercenter,Retail,2601 FASHION PLACE,BAKERSFIELD,KERN,CA,93306-3027,Open,c89fd346-727b-42d2-be31-6b97e3c9b3ba,-13242658.9086,4217216.7627
51844,LE MARS IA,1625,WM Supercenter,Retail,1111 HOLTON DR,LE MARS,PLYMOUTH,IA,51031-2884,Open,e0ab0454-e643-4851-b04e-fe02fb730c00,-10707554.7639,5278833.0485
51845,THE VILLAGE (OKC-N) OK,1626,WM Supercenter,Retail,2000 W MEMORIAL RD,OKLAHOMA CITY,OKLAHOMA,OK,73134-6506,Open,3df848dd-efb2-4c07-9057-3f33e8ab4f74,-10858764.9263,4246427.2622
51846,"DILWORTH, MN",1627,WM Supercenter,Retail,415 34TH ST N,DILWORTH,CLAY,MN,56529-1801,Open,a33d7302-ed9e-41af-8eda-4d56901bafe7,-10767090.2087,5922809.4488
51847,SANDUSKY OH,1628,WM Supercenter,Retail,5500 MILAN RD STE 200,SANDUSKY,ERIE,OH,44870-7804,Open,2aa9e420-4b52-4471-8816-c8beb1825383,-9201184.9805,5072223.9364
51848,BRAZIL IN,1629,Wal-Mart,Retail,2150 E NATIONAL AVE,BRAZIL,CLAY,IN,47834-2831,Open,c7583f4c-85cd-444e-ad28-f0714158687d,-9696010.5811,4798100.5302
51849,YREKA CA,1630,WM Supercenter,Retail,1906 FORT JONES RD,YREKA,SISKIYOU,CA,96097-9530,Open,2346b657-b614-41f7-aae3-1cf7f62f9ff1,-13652734.1979,5115932.0485
51850,"HAMPTON, VA",1631,WM Supercenter,Retail,1900 CUNNINGHAM DR,HAMPTON,HAMPTON CITY,VA,23666-4260,Open,a6563458-5619-411a-9e26-bbaa3c02ef48,-8502477.3986,4444789.3111
51851,ALEXANDRIA MN,1632,WM Supercenter,Retail,4611 STATE HIGHWAY 29 S,ALEXANDRIA,DOUGLAS,MN,56308-6175,Open,7885590e-5119-47d9-8fef-2f2b27b7dff8,-10617923.8722,5756091.7631
51852,ST CLOUD MN,1633,WM Supercenter,Retail,21 COUNTY ROAD 120,SARTELL,STEARNS,MN,56303-4728,Open,923f3351-de7d-44f8-80ef-e235169a3120,-10484897.6373,5715329.7194
51853,LITTLE FALLS MN,1634,WM Supercenter,Retail,15091 18TH ST NE,LITTLE FALLS,MORRISON,MN,56345-4579,Open,9300a632-5eee-4442-baee-788c180bb9f9,-10501607.2494,5777171.6977
51854,WAUKESHA WI,1635,WM Supercenter,Retail,2000 S WEST AVE,WAUKESHA,WAUKESHA,WI,53189-7516,Open,939bd347-87f2-44ca-975c-89f7588ad055,-9822607.7815,5309008.936
51855,MINOT ND,1636,WM Supercenter,Retail,3900 S BROADWAY,MINOT,WARD,ND,58701-7534,Open,85360ce4-37bc-4075-8294-afc29347310a,-11276685.1228,6139308.8199
51856,OMAHA (NW) NE,1637,WM Supercenter,Retail,6304 N 99TH ST,OMAHA,DOUGLAS,NE,68134-1528,Open,59f25e6c-e8b3-4ebc-a9b0-8a4e8c8c4fe3,-10694298.9503,5058934.6789
51857,EUFAULA AL,1638,WM Supercenter,Retail,3176 S EUFAULA AVE,EUFAULA,BARBOUR,AL,36027-4406,Open,2da7b8e5-057f-4d73-9259-3af59b5bc5b7,-9481197.1371,3742796.3258
51858,ROCHESTER IN,1639,WM Supercenter,Retail,2395 MAIN ST,ROCHESTER,FULTON,IN,46975-9137,Open,600d254d-a2a5-4526-9695-065be6b69f7b,-9597337.6524,5019800.4913
51859,STATE COLLEGE PA,1640,WM Supercenter,Retail,1665 N ATHERTON ST,STATE COLLEGE,CENTRE,PA,16803-1417,Open,c6ea7fdd-9d00-4f3f-a757-79aa97d4e90c,-8671526.398,4984351.8242
51860,WILLIAMSTON NC,1641,WM Supercenter,Retail,1529 WASHINGTON ST,WILLIAMSTON,MARTIN,NC,27892-9738,Open,9b4f00e3-79b8-428c-a09a-58c2fa0b13a7,-8578600.338,4277819.2441
51861,CHARLOTTE MI,1642,WM Supercenter,Retail,1680 PACKARD HWY,CHARLOTTE,EATON,MI,48813-9717,Open,b8aaca34-4b4d-4c6e-990e-59c3ed3874b4,-9440297.6883,5248293.3093
51862,FOND DU LAC WI,1643,WM Supercenter,Retail,377 N ROLLING MEADOWS DR,FOND DU LAC,FOND DU LAC,WI,54937-9726,Open,ab6ee4bf-4fd5-482d-b116-3fd5ae8d7bfd,-9849993.2668,5432662.5622
51863,LEWISBURG PA,1644,WM Supercenter,Retail,120 AJK BLVD,LEWISBURG,UNION,PA,17837-7491,Open,afc6bfa5-011e-4cb2-b7b7-1745690fd1af,-8558127.9044,5011098.7627
51864,HANFORD CA,1645,WM Supercenter,Retail,250 S 12TH AVE,HANFORD,KINGS,CA,93230-6176,Open,27a15b12-db46-46a0-b145-bb4037785dd0,-13322290.4158,4344982.3985
51865,MESA (SUPERSTITION) AZ,1646,WM Supercenter,Retail,6131 E SOUTHERN AVE,MESA,MARICOPA,AZ,85206-3734,Open,d3e60d3c-4d34-4224-817a-c394bfd34feb,-12434276.2474,3947393.6166
51866,DECATUR IND,1647,WM Supercenter,Retail,1700 S 13TH ST,DECATUR,ADAMS,IN,46733-2190,Open,bb163407-1aee-455c-a8f6-150a334f1c58,-9455582.8562,4984189.1589
51867,CARSON CITY NV,1648,WM Supercenter,Retail,3770 US HIGHWAY 395 S,CARSON CITY,DOUGLAS,NV,89705-6898,Open,a9a22e64-8213-4422-8939-f0b0a05b6fd9,-13333671.1639,4737696.0567
51868,JAMESTOWN ND,1649,WM Supercenter,Retail,921 25TH ST SW,JAMESTOWN,STUTSMAN,ND,58401-6603,Open,35a284eb-c42a-41d5-997b-33b15ecb9ac8,-10989799.4329,5922598.7032
51869,SAUKVILLE WI,1650,WM Supercenter,Retail,825 E GREEN BAY AVE,SAUKVILLE,OZAUKEE,WI,53080-2618,Open,43c7ad74-c35b-42c8-b714-7783dac98497,-9787679.2875,5370470.0839
51870,"AMERICAN CANYON, CA",1651,WM Supercenter,Retail,7011 MAIN ST,AMERICAN CANYON,SOLANO,CA,94503-1169,Open,f351560f-641e-45ff-adb2-55d66daa2f08,-13609100.7424,4605308.0872
51871,"DUBLIN, VA",1652,WM Supercenter,Retail,5225 ALEXANDER RD,DUBLIN,PULASKI,VA,24084-3657,Open,d985caf8-f5d4-454a-9746-a90e926e752c,-8982863.5254,4450828.1994
51872,WESTON WV,1653,WM Supercenter,Retail,110 BERLIN RD,WESTON,LEWIS,WV,26452-8366,Open,49d51764-878d-43e4-8f98-a275b026728b,-8951754.7371,4724522.1913
51873,BAXTER MN,1654,WM Supercenter,Retail,7295 GLORY RD,BAXTER,CROW WING,MN,56425-7308,Open,a2dbeded-e3e1-4f28-b0c9-188c41f8a925,-10491812.4701,5835306.1805
51874,CRAWFORDSVILLE IN,1655,WM Supercenter,Retail,1835 S US HIGHWAY 231,CRAWFORDSVILLE,MONTGOMERY,IN,47933-9424,Open,ec3ddf21-7fdf-40f8-a367-4c1bd3dea9bb,-9674514.6761,4867871.6992
51875,MEADVILLE PA,1656,WM Supercenter,Retail,16086 CONNEAUT LAKE RD,MEADVILLE,CRAWFORD,PA,16335-3884,Open,ec223474-2c2d-4bd8-8231-c7053493a9d2,-8929366.1611,5104561.8075
51876,FARIBAULT MN,1657,WM Supercenter,Retail,150 WESTERN AVE NW,FARIBAULT,RICE,MN,55021-4504,Open,15ed8f67-2188-487e-8a2d-ca40cfb0cae8,-10386782.3079,5510430.7358
51877,THOMSON GA,1658,WM Supercenter,Retail,2205 HARRISON RD SE,THOMSON,MCDUFFIE,GA,30824-7455,Open,88b2f32a-d554-4694-ab64-8c2084bcc09c,-9184032.5394,3959300.3361
51878,BRIGHTON CO,1659,WM Supercenter,Retail,60 W BROMLEY LN,BRIGHTON,ADAMS,CO,80601-3026,Open,ae1861de-aa3b-4926-9a73-bdc09df198c7,-11668942.3917,4861528.8128
51879,PALMDALE CA,1660,WM Supercenter,Retail,40130 10TH ST W,PALMDALE,LOS ANGELES,CA,93551-3005,Open,ed7ea617-409f-46e2-aa64-bddb58de2671,-13151793.7063,4111230.0987
51880,KINSTON NC,1661,WM Supercenter,Retail,4101 W VERNON AVE,KINSTON,LENOIR,NC,28504-9672,Open,fcffbaa9-e1dc-4de3-8ec1-f4dcf9103ec7,-8643531.9951,4199940.9748
51881,STATESVILLE NC,1662,WM Supercenter,Retail,1116 CROSSROADS DR,STATESVILLE,IREDELL,NC,28625-8277,Open,9e861732-3e09-4823-b716-5406d2c50ad6,-9002316.3837,4274657.4491
51882,"WAYNESVILLE, NC",1663,WM Supercenter,Retail,135 TOWN CENTER LOOP,WAYNESVILLE,HAYWOOD,NC,28786-6871,Open,16a9eb5d-7f51-43c3-905f-4bfc22258d57,-9240623.9176,4227484.9793
51883,"BRENT, AL",425,WM Supercenter,Retail,10675 HIGHWAY 5,BRENT,BIBB,AL,35034-3908,Open,180d771e-e179-4542-b17d-c96e8fac8bef,-9703930.0723,3890520.7019
51884,THE COLONY TX,426,WM Supercenter,Retail,4691 STATE HIGHWAY 121,COLONY,DENTON,TX,75056-4010,Open,0ae81451-51ad-4345-8919-5c2f5d2e68c1,-10785975.0038,3904216.2805
51885,GREENVILLE TX,427,WM Supercenter,Retail,7401 INTERSTATE HIGHWAY 30,GREENVILLE,HUNT,TX,75402-7121,Open,4eb5295b-2b36-4de1-8ec1-9e93eb9e5609,-10698506.0478,3907739.5804
51886,ZACHARY LA,428,WM Supercenter,Retail,5801 MAIN ST,ZACHARY,EAST BATON ROUGE,LA,70791-4028,Open,22bf3be2-2626-48d4-9a84-c26a8ebae340,-10145901.5127,3587518.4399
51887,EDINBURG TX,429,WM Supercenter,Retail,1724 W UNIVERSITY DR,EDINBURG,HIDALGO,TX,78539-2848,Open,2ecc1534-069f-437a-a99d-d495fa38e968,-10929460.9293,3036448.0877
51888,MAYFIELD KY,430,WM Supercenter,Retail,1225 PARIS RD,MAYFIELD,GRAVES,KY,42066-4989,Open,281d7e8f-f56f-4b00-8463-efb7228c1d7b,-9866223.6485,4400286.7248
51889,PADUCAH KY,431,WM Supercenter,Retail,3220 IRVIN COBB DR,PADUCAH,MCCRACKEN,KY,42003-0337,Open,1ab8c74b-7524-49c0-a3b8-43cc34bed47f,-9859152.4118,4446638.1794
51890,TALLADEGA AL,432,WM Supercenter,Retail,214 HAYNES ST,TALLADEGA,TALLADEGA,AL,35160-2560,Open,f4f7aee6-8984-4989-b99b-e456de946791,-9582422.6217,3953668.8034
51891,"HUNTSVILLE (N), AL",433,WM Supercenter,Retail,2200 SPARKMAN DR NW,HUNTSVILLE,MADISON,AL,35810-3820,Open,51b90728-4067-414f-8df5-58200553c79d,-9639435.0103,4132027.9868
51892,"HUNTSVILLE, AL",434,WM Supercenter,Retail,11610 MEMORIAL PKWY SW,HUNTSVILLE,MADISON,AL,35803-2152,Open,b460fe32-75a7-417f-9105-27428c653487,-9637008.6906,4111802.3865
51893,HIGHLAND IL,435,WM Supercenter,Retail,12495 STATE ROUTE 143,HIGHLAND,MADISON,IL,62249-1099,Open,909ec41e-7151-4347-b00d-271166de11a8,-9983591.5725,4687396.5317
51894,CARLYLE IL,436,WM Supercenter,Retail,2591 12TH ST,CARLYLE,CLINTON,IL,62231-6499,Open,44ed3745-29d8-46bb-93d6-cd572757d238,-9949379.3081,4668708.5174
51895,SEALY TX,437,WM Supercenter,Retail,310 OVERCREEK WAY,SEALY,AUSTIN,TX,77474-3799,Open,7ab12c29-fc02-487f-b63b-e52b54b14cb7,-10703654.5743,3472451.5378
51896,BRECKENRIDGE TX,438,WM Supercenter,Retail,3800 W WALKER ST,BRECKENRIDGE,STEPHENS,TX,76424-3919,Open,69ab55a4-e49b-47a0-9c88-28c455e6fbfd,-11014697.1168,3863704.3514
51897,ROCKPORT TX /FULTON,440,WM Supercenter,Retail,2401 HIGHWAY 35 N,ROCKPORT,ARANSAS,TX,78382-5704,Open,c1994156-a586-4a3f-9430-5ead02aebe63,-10802982.8408,3255030.246
51898,KINGSVILLE TX,442,WM Supercenter,Retail,1133 GENERAL CAVAZOS BLVD,KINGSVILLE,KLEBERG,TX,78363-7142,Open,144f23d6-8b1e-4a09-9cb1-84ff3c2b0a4a,-10893030.8467,3184735.3198
51899,HONDO TX,443,WM Supercenter,Retail,109 22ND ST,HONDO,MEDINA,TX,78861-2514,Open,cb565a32-f89c-4dc8-8722-a17431489404,-11034820.4859,3419470.5002
51900,SPRINGFIELD MO,444,WM Supercenter,Retail,3315 S CAMPBELL AVE,SPRINGFIELD,GREENE,MO,65807-4914,Open,c9320d04-6b2f-461c-b1a5-e9e49009d6f8,-10386005.4092,4460545.45
51901,LEITCHFIELD KY,445,WM Supercenter,Retail,1801 ELIZABETHTOWN RD,LEITCHFIELD,GRAYSON,KY,42754-9138,Open,f36c6505-783d-4f49-9a17-170ebceff387,-9603049.0102,4506884.9315
51902,MADISONVILLE TX,446,Wal-Mart,Retail,1620 E MAIN ST,MADISONVILLE,MADISON,TX,77864-2208,Open,534b3f04-d0b6-4f48-8cca-96ed58aaa7e9,-10674880.0444,3627147.2105
51903,DEL RIO TX,447,WM Supercenter,Retail,2410 DODSON AVE,DEL RIO,VAL VERDE,TX,78840-8009,Open,b91e5110-3d0e-4fdc-8c8d-20b06aee3937,-11232253.6178,3426118.8391
51904,SHREVEPORT LA,448,WM Supercenter,Retail,6235 W PORT AVE,SHREVEPORT,CADDO,LA,71129-2503,Open,fe3964c3-23e9-4ac0-8d50-3d6bcca5f4f3,-10449317.479,3822073.5563
51905,GROVES TX,449,WM Supercenter,Retail,4999 N TWIN CITY HWY,PORT ARTHUR,JEFFERSON,TX,77642-5827,Open,a2670327-43b5-44e9-b14d-b35e7a89a6e5,-10457481.3165,3495389.22
51906,SHREVEPORT LA,450,WM Supercenter,Retail,9550 MANSFIELD RD,SHREVEPORT,CADDO,LA,71118-4402,Open,4273f868-8663-4b20-9972-fd976aaea2a8,-10443919.1516,3814432.371
51907,COLUMBIA MO,451,WM Supercenter,Retail,1201 GRINDSTONE PKWY,COLUMBIA,BOONE,MO,65201-3741,Open,5129f7e5-7b87-4258-9164-05eeab25aa91,-10277457.9963,4709224.8022
51908,MCALLEN TX,452,WM Supercenter,Retail,2800 W NOLANA AVE,MCALLEN,HIDALGO,TX,78504-4596,Open,33236271-b93c-4b30-9c07-1d05dcfb6c36,-10936538.9565,3029302.2522
51909,MALDEN MO,453,Wal-Mart,Retail,1007 N DOUGLASS ST,MALDEN,DUNKLIN,MO,63863-1515,Open,c82b3392-5a48-4550-a23d-a95468075592,-10015676.4101,4379394.6161
51910,FAIRFIELD IL,454,WM Supercenter,Retail,150 COMMERCE DRIVE,FAIRFIELD,WAYNE,IL,62837-2362,Open,058ea054-5584-41f3-89f0-96a283a77fe6,-9839437.73,4632683.7063
51911,BROWNSVILLE TX,456,WM Supercenter,Retail,3500 W ALTON GLOOR BLVD,BROWNSVILLE,CAMERON,TX,78520-9286,Open,351115c7-00cb-4eaf-ba19-0fbaddbef3f7,-10855923.719,2996022.931
51912,VIDOR TX,457,WM Supercenter,Retail,1360 N MAIN ST,VIDOR,ORANGE,TX,77662-3727,Open,f4ebafc4-72fb-426b-b890-0c96fc894221,-10465637.8069,3521988.9749
51913,ARANSAS PASS TX,458,WM Supercenter,Retail,2501 W WHEELER AVE,ARANSAS PASS,SAN PATRICIO,TX,78336-5916,Open,19c0e431-160e-4e62-9a5c-6bd96f56ed43,-10817648.8498,3239212.1171
51914,COVINGTON GA,459,WM Supercenter,Retail,10300 INDUSTRIAL BLVD NE,COVINGTON,NEWTON,GA,30014-1477,Open,78b9b4a7-b69c-4121-842c-53f1d1d87da3,-9331929.7224,3976673.4987
51915,EAGLE PASS TX,461,WM Supercenter,Retail,496 S BIBB AVE,EAGLE PASS,MAVERICK,TX,78852-5063,Open,046caed0-b56b-4442-b631-285f358838ac,-11185472.4924,3337670.5618
51916,ALVIN TX,462,WM Supercenter,Retail,400 HIGHWAY 35 BYP N,ALVIN,BRAZORIA,TX,77511-8718,Open,1a1f8ebf-cff8-4710-92c5-a958fa8f7319,-10601043.9412,3429427.0948
51917,BEEVILLE TX,463,WM Supercenter,Retail,502 E FM 351,BEEVILLE,BEE,TX,78102-2208,Open,8ec50a25-35c4-4b80-8d38-fe0ebe096b90,-10881847.2454,3302279.3468
51918,CORPUS CHRISTI TX,464,WM Supercenter,Retail,3829 US HIGHWAY 77,CORPUS CHRISTI,NUECES,TX,78410-4525,Open,1b8feb32-6346-4b60-bdf7-9ea59f2a4c8a,-10868490.465,3230552.4024
51919,FLORESVILLE TX,465,WM Supercenter,Retail,305 10TH STREET,FLORESVILLE,WILSON,TX,78114-3189,Open,90abfe85-1500-4fa6-bc1f-680946f5dcd8,-10929345.7137,3396315.1163
51920,BOLIVAR TN,466,WM Supercenter,Retail,1604 W MARKET ST,BOLIVAR,HARDEMAN,TN,38008-1536,Open,b1f2d69a-a41f-45c3-9f22-6580652751a0,-9910160.3383,4201992.6563
51921,DENTON TX,467,WM Supercenter,Retail,1515 S LOOP 288,DENTON,DENTON,TX,76205-4729,Open,1e5d89b8-000f-4c5c-a1f1-d68ce4295a0c,-10808409.2207,3920716.5368
51922,TEXARKANA AR,468,WM Supercenter,Retail,133 ARKANSAS BLVD,TEXARKANA,MILLER,AR,71854-1963,Open,8d0f5b5e-7874-45d6-9b35-ce839a456d50,-10468462.539,3956813.2103
51923,LAKE CHARLES LA,469,WM Supercenter,Retail,3415 GERSTNER MEMORIAL BLVD,LAKE CHARLES,CALCASIEU,LA,70607-2147,Open,1b1fd768-aefa-4c40-a92c-f4c7762b784a,-10372345.0605,3528711.2058
51924,CORPUS CHRISTI TX,470,WM Supercenter,Retail,1821 S PADRE ISLAND DR,CORPUS CHRISTI,NUECES,TX,78416-1398,Open,b04ba697-0adf-41ee-ae42-4d9f967a30ef,-10846847.8409,3215984.3281
51925,"LANCASTER, TX",471,WM Supercenter,Retail,150 N INTERSTATE 35 E,LANCASTER,DALLAS,TX,75146-1844,Open,d30ea6ea-1e25-421c-ad36-8a94777cd181,-10777866.9373,3841290.8699
51926,"BROKEN ARROW, OK",472,WM Supercenter,Retail,2301 W KENOSHA ST,BROKEN ARROW,TULSA,OK,74012-8912,Open,b65b8fbb-ded4-46a6-82d5-8ae5d0af5777,-10666377.239,4308624.0228
51927,GIDDINGS TX,473,Wal-Mart,Retail,2374 E AUSTIN ST,GIDDINGS,LEE,TX,78942-3644,Open,8e0bf861-f57d-41b4-bba3-b426fd087bd3,-10788604.0362,3526414.2223
51928,ROUND ROCK TX,475,WM Supercenter,Retail,2701 S INTERSTATE 35,ROUND ROCK,WILLIAMSON,TX,78664-7320,Open,3eeedb9f-85b8-4ce8-b232-d0c4c94fbae4,-10872552.7358,3565804.6163
51929,GATESVILLE TX,476,WM Supercenter,Retail,2805 S STATE HIGHWAY 36,GATESVILLE,CORYELL,TX,76528-2738,Open,9de94948-d4bf-4fab-8e97-fd83a841348d,-10877352.6096,3688111.9745
51930,SODDY-DAISY TN,477,WM Supercenter,Retail,9334 DAYTON PIKE,SODDY DAISY,HAMILTON,TN,37379-4855,Open,5b4650c6-20a0-4ce1-ae1e-686d9c37d6da,-9484347.4787,4195773.3365
51931,PEARSALL TX,478,Wal-Mart,Retail,819 N OAK ST,PEARSALL,FRIO,TX,78061-3422,Open,7d71c9d7-9320-489f-838b-8d15df5620c4,-11031121.3392,3362786.9684
51932,ALTUS OK,479,WM Supercenter,Retail,2500 N MAIN ST,ALTUS,JACKSON,OK,73521-1614,Open,1b7f02dd-d58a-4f04-bbda-85cfa62c3099,-11057507.7321,4118346.7471
51933,PITTSFIELD IL,480,Wal-Mart,Retail,151 SHETLAND DR,PITTSFIELD,PIKE,IL,62363-1643,Open,464ae7ff-528a-4376-9842-b01a03e53a8a,-10110293.0792,4808674.3826
51934,MATTOON IL,481,WM Supercenter,Retail,101 DETTRO DR,MATTOON,COLES,IL,61938-9044,Open,8ea82eaf-54a2-4c9f-8d43-e00ec14dd218,-9833674.1634,4790851.3385
51935,W. COLUMBIA TX EF,482,Wal-Mart,Retail,301 N COLUMBIA DR,WEST COLUMBIA,BRAZORIA,TX,77486-2520,Open,ccd46d21-f9bb-4bc4-aed8-a64f1c0a8871,-10648660.1855,3394862.3276
51936,PRATTVILLE AL,483,WM Supercenter,Retail,1903 COBBS FORD RD,PRATTVILLE,AUTAUGA,AL,36066-7230,Open,aa994433-8e8f-4ec1-bb5a-b51b9d17f7b2,-9619819.8481,3824259.0112
51937,LAWRENCE KS,484,WM Supercenter,Retail,3300 IOWA ST,LAWRENCE,DOUGLAS,KS,66046-5206,Open,0bfd82f2-445a-4053-b748-cd0a3f2eb28b,-10603946.1516,4710744.1313
51938,DONALDSONVILLE LA,485,WM Supercenter,Retail,37000 HWY 3089,DONALDSONVILLE,ASCENSION,LA,70346-8594,Open,113f77c9-91cc-441c-a750-ac79bfa65bcb,-10127886.4568,3515784.1742
51939,BONNER SPRINGS KS,486,WM Supercenter,Retail,12801 KANSAS AVE,BONNER SPRINGS,WYANDOTTE,KS,66012-9202,Open,bac36c3a-2dea-453b-a9ff-cb7178d2ff22,-10561716.1566,4733987.2335
51940,QUINCY FL,488,WM Supercenter,Retail,1940 PAT THOMAS PKWY,QUINCY,GADSDEN,FL,32351-8785,Open,1e8c8130-c124-4b24-a4fc-90626f348e2b,-9417131.8796,3575348.0077
51941,HAMMOND LA,489,WM Supercenter,Retail,2799 W THOMAS ST,HAMMOND,TANGIPAHOA,LA,70401-2838,Open,57a53e1b-f33b-4809-b286-2a558ada560c,-10073791.5295,3568206.7095
51942,"CORPUS CHRISTI, TX",490,WM Supercenter,Retail,1250 FLOUR BLUFF DR,CORPUS CHRISTI,NUECES,TX,78418-4463,Open,ede809d2-4614-4605-9d2c-952e7c01fa30,-10831422.633,3207984.2507
51943,PADUCAH KY,491,WM Supercenter,Retail,5130 HINKLEVILLE RD,PADUCAH,MCCRACKEN,KY,42001-9132,Open,a0e0a2ad-b63a-424c-b755-5e8f8f4ce6cd,-9872741.516,4449236.4298
51944,VINCENNES IN,492,WM Supercenter,Retail,650 KIMMELL RD,VINCENNES,KNOX,IN,47591-6341,Open,e3f17cd3-311a-4ccd-8a6a-c8cd78de96bf,-9740976.6423,4673501.4153
51945,"PARIS, KY",493,WM Supercenter,Retail,305 LETTON DR,PARIS,BOURBON,KY,40361-2252,Open,b7f8dc58-0d94-4132-9d87-e0354450859e,-9381785.4922,4607295.9232
51946,"NEWNAN, GA",494,WM Supercenter,Retail,1025 HIGHWAY 34 E,NEWNAN,COWETA,GA,30265-1321,Open,86c68478-5cad-41f7-8be2-0674a15a7d68,-9433613.0642,3947648.1427
51947,COLUMBUS MS,495,WM Supercenter,Retail,1913 HIGHWAY 45 N,COLUMBUS,LOWNDES,MS,39705-1950,Open,813846c8-8400-4e46-912c-856c92d1a704,-9844985.1142,3964357.3756
51948,"SHELBYVILLE, KY",497,WM Supercenter,Retail,500 TAYLORSVILLE RD,SHELBYVILLE,SHELBY,KY,40065-8104,Open,79a714d3-d53b-45bd-94e1-0a4772352292,-9491687.3293,4609161.4524
51949,JENA LA,498,WM Supercenter,Retail,3670 W OAK ST,JENA,LA SALLE PARISH,LA,71342-4474,Open,bec7f57b-853d-4f47-9a65-6b9c1984759a,-10257029.2,3723041.0249
51950,ENID OK,499,WM Supercenter,Retail,5505 W OWEN K GARRIOTT RD,ENID,GARFIELD,OK,73703-6075,Open,c96dfcdd-656d-46fa-ae21-0e02c4f9bf14,-10903256.7665,4354111.8843
51951,EL PASO TX,500,WM Supercenter,Retail,4530 WOODROW BEAN,EL PASO,EL PASO,TX,79924-4408,Open,3aef42fa-be8a-4cc1-8d02-5ba2a726d38e,-11848661.0304,3749697.6834
